title,artist,title_listeners,title_scrobbles,title_tags,title_duration
Косатка,The Hardkiss,"2,067","16,561","['ukrainian', 'electronic', '2021', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",3:19
PIBIP,The Hardkiss,"2,062","13,284","['ukrainian', 'electronic', 'dance', 'alternative rock', 'alternative', 'ukrainian', 'electronic', 'dance']",4:15
Де ти є,The Hardkiss,"1,958","15,876","['ukrainian', 'electronic', '2018', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",4:18
Привіт,The Hardkiss,"1,870","8,601","['ukrainian', 'electronic', '2018', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",0:49
Make Up,The Hardkiss,"1,844","18,518","['ukrainian', 'electronic', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",Add lyrics on Musixmatch
Дівчина,The Hardkiss,"1,835","14,742","['ukrainian', 'electronic', '2021', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",2:59
Teresa & Maria,alyona alyona,"64,190","960,536","['ukraine', 'eurovision', 'hip hop', 'pop', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Пушка,alyona alyona,"9,719","50,068","['rap', 'ukranian', 'frauen und technik', 'ukrainian', 'rap', 'hip-hop']",3:17
KUPALA,alyona alyona,"7,412","66,223","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:48
Відчиняй,alyona alyona,"6,587","38,588","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:37
Як би я була не я,alyona alyona,"6,279","38,056","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:52
Голови,alyona alyona,"5,445","27,978","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:17
Залишаю свій дім,alyona alyona,"4,699","24,089","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:26
Не втратимо зв'язок,alyona alyona,"4,130","20,404","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:28
Рибки 3,alyona alyona,"3,681","15,706","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:16
Падло,alyona alyona,"3,586","16,731","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:36
Рідні мої (feat. Jerry Heil),alyona alyona,"3,459","19,093","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:37
Велика й смiшна,alyona alyona,"3,383","16,954","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:19
Dai Boh,alyona alyona,"3,224","21,436","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:51
Мамо,alyona alyona,"3,112","10,918","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:11
Dym,alyona alyona,"3,095","13,728","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:21
Небо хилиться,alyona alyona,"2,943","14,737","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:37
Завтра,alyona alyona,"2,923","14,871","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:59
Дихає вулиця,alyona alyona,"2,866","10,557","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:37
Лiтак,alyona alyona,"2,790","12,072","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:50
Тихо діти сплять (Tyho Dity Splyat),alyona alyona,"2,785","11,217","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:13
Викину,alyona alyona,"2,783","10,688","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:12
Дикі танці,alyona alyona,"2,646","11,125","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Брехунець,alyona alyona,"2,443","9,479","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:31
В хаті МА,alyona alyona,"2,281","10,943","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:48
Не перегоріти,alyona alyona,"2,130","8,438","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:00
Стержень (Own Core),alyona alyona,"2,120","8,733","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",5:30
Shalom,alyona alyona,"2,065","6,575","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:00
Мамин суп,alyona alyona,"2,016","7,256","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:03
Galas,alyona alyona,"1,933","8,059","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:37
Сіє віє,alyona alyona,"1,910","7,155","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:19
Волю молодим,alyona alyona,"1,758","4,580","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",1:51
20 тонн,alyona alyona,"1,750","5,281","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",1:44
Rayon,alyona alyona,"1,725","7,673","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:21
Zozulia,alyona alyona,"1,709","8,579","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:31
Щедра ніч,alyona alyona,"1,684","7,271","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Pappi Pappi,alyona alyona,"1,601","6,472","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:34
Назавжди ваша,alyona alyona,"1,587","4,893","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:14
Чому? (feat. Jerry Heil),alyona alyona,1,2,"['ukrainian', 'rap', 'hip-hop', 'hip hop', 'trap', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Читаю реп,alyona alyona,"1,580","6,845","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:36
Сніг розталий,alyona alyona,"1,348","4,966","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:35
Забирай,alyona alyona,"1,286","5,772","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Казка,alyona alyona,"1,266","4,343","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:54
Viter viie,alyona alyona,"1,207","5,868","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:52
Dobre Pre,alyona alyona,"1,192","5,149","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Bro,alyona alyona,"1,141","3,061","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:39
Глибина,alyona alyona,"1,127","3,378","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:27
Булінг,alyona alyona,"1,124","3,393","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:03
Маріуполь,alyona alyona,"1,100","4,361","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",2:42
Коли ховають молодих (Koly Hovajut‘ Molodyh),alyona alyona,"1,058","3,426","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']","З криком у грудях, всесвіт затих"
Заплутались,alyona alyona,962,"3,084","['ukrainian', 'rap', 'hip-hop', 'hip hop', 'ukrainian', 'rap', 'hip-hop']",3:17
Carol of the Bells,Mykola Dmytrovych Leontovych,"312,477","1,122,750","['christmas', 'christmas songs', 'ukrainian', 'folk', 'christmas']",2:15
Carol of the Bells (arr. P.J. Wilhousky),Mykola Dmytrovych Leontovych,"18,156","41,132","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:33
Carol of the Bells (arr. P. Wilhousky),Mykola Dmytrovych Leontovych,"7,748","14,639","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:28
Carol of the Bells (arr. A. Delmoni),Mykola Dmytrovych Leontovych,"6,127","9,375","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:11
"Shchedryk (Epiphany Carol), ""Carol of the Bells"" (arr. S. Cox for 3 trumpets and valve trombone)",Mykola Dmytrovych Leontovych,"5,741","8,739","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells / God Rest Ye Merry Gentlemen,Mykola Dmytrovych Leontovych,"3,300","9,369","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:23
Carol Of The Bells - Voice,Mykola Dmytrovych Leontovych,"1,567","2,541","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Ring Christmas Bells,Mykola Dmytrovych Leontovych,815,"1,133","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:09
Leontovych: Carol Of The Bells,Mykola Dmytrovych Leontovych,768,"1,336","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:07
"Shchedryk (Epiphany Carol), ""The Carol of the Bells"" (Ukraine)",Mykola Dmytrovych Leontovych,767,"1,110","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Shchedryk,Mykola Dmytrovych Leontovych,737,"1,927","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:52
A Song of Good Cheer,Mykola Dmytrovych Leontovych,476,887,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:42
Leontovich / Arr Prizeman: Carol of the Bells,Mykola Dmytrovych Leontovych,474,"1,298","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:31
Carol of the Bells (arr. piano),Mykola Dmytrovych Leontovych,423,987,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",4:53
"Carols of Christmas: No. 3, Carol of the Bells (Arr. S. Carlson) [Live]",Mykola Dmytrovych Leontovych,405,"1,112","['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",2:38
Carol of the Bells (arr. K. Poling),Mykola Dmytrovych Leontovych,237,420,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",2:10
Carol of the Meal,Mykola Dmytrovych Leontovych,181,289,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells (Arr. J. Shumway for 5 Pianos),Mykola Dmytrovych Leontovych,140,189,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells (Arr. Metcalfe for Saxophone),Mykola Dmytrovych Leontovych,133,224,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:46
Leontovych / Arr. Prizeman: Carol of the Bells,Mykola Dmytrovych Leontovych,126,411,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Shepherd's Bell Carol,Mykola Dmytrovych Leontovych,121,672,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
In Thy Kingdom (Matthew 5:3-12),Mykola Dmytrovych Leontovych,108,579,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
"Ukrainian Bell Carol, ""Carol of the Bells"" (arr. H. Morris)",Mykola Dmytrovych Leontovych,89,169,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",2:51
Carol of the Bells (Arr. for Harp by Alexander Boldacev),Mykola Dmytrovych Leontovych,78,111,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Shchedrik,Mykola Dmytrovych Leontovych,68,136,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:21
Carol of the Bells/God Rest Ye Merry Gentelmen,Mykola Dmytrovych Leontovych,60,127,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Christmas Medley - Piano,Mykola Dmytrovych Leontovych,59,102,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol Of The Bells - 1996 Digital Remaster,Mykola Dmytrovych Leontovych,58,111,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Ukrainian Carol,Mykola Dmytrovych Leontovych,54,78,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Scedryk,Mykola Dmytrovych Leontovych,51,84,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:43
"Schtschedryk ""Carol Of The Bells""",Mykola Dmytrovych Leontovych,50,96,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:41
Christmas Medley - String Octet,Mykola Dmytrovych Leontovych,48,84,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells (arr. J. Oliver),Mykola Dmytrovych Leontovych,42,79,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:03
Carol of the Bells (arr. P.J. Wilhousky for choir),Mykola Dmytrovych Leontovych,37,53,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:19
Carol of the Bells (arr. Spina),Mykola Dmytrovych Leontovych,36,77,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:52
Carol of the Bells - 2005 Digital Remaster; arr. Peter Wilhousky,Mykola Dmytrovych Leontovych,34,46,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Ukranian Bell Carol,Mykola Dmytrovych Leontovych,31,143,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
"Carol of the Bells (From ""Home Alone"" Soundtrack)",Mykola Dmytrovych Leontovych,29,46,"['ukrainian', 'folk', 'christmas', 'classical', 'post-romantic', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells (arr. B. Bradford),Mykola Dmytrovych Leontovych,26,119,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",2:47
Carol Of Bells,Mykola Dmytrovych Leontovych,22,39,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Щедрик,Mykola Dmytrovych Leontovych,20,38,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells - Live,Mykola Dmytrovych Leontovych,20,28,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Fantasia For Christmas (arr. E. Del Borgo) - Live,Mykola Dmytrovych Leontovych,19,50,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells (arr. P.J. Wilhousky for choir and wind ensemble),Mykola Dmytrovych Leontovych,19,51,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:32
Carol Of The Bells (Russian),Mykola Dmytrovych Leontovych,19,37,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Carol of the Bells (Classical Guitar Version),Mykola Dmytrovych Leontovych,19,32,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Shchedryk / Carol of the Bells,Mykola Dmytrovych Leontovych,18,49,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",1:52
Carol of the Bells (arr. J. Willmarth),Mykola Dmytrovych Leontovych,18,24,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:08
The Evening Star,Mykola Dmytrovych Leontovych,17,19,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",3:24
Litany of Peace,Mykola Dmytrovych Leontovych,16,38,"['ukrainian', 'folk', 'classical', 'christmas', 'ukrainian', 'folk', 'christmas']",Add lyrics on Musixmatch
Без бою,Океан Ельзи,"67,241","500,416","['ukrainian', 'rock', 'pop rock', 'alternative rock', 'rock', 'ukrainian', 'ukrainian rock']",4:21
Обійми,Океан Ельзи,"40,990","282,632","['ukrainian', 'blues', 'rock', 'alternative rock', 'rock', 'ukrainian', 'ukrainian rock']",3:44
Не питай,Океан Ельзи,"39,876","303,396","['ukrainian', 'rock', 'love', 'sad', 'rock', 'ukrainian', 'ukrainian rock']",2:39
Коли тебе нема,Океан Ельзи,"37,672","239,250","['rock', 'ukrainian', 'rock', 'ukrainian', 'ukrainian rock']",3:18
911,Океан Ельзи,"35,998","235,613","['rock', 'ukrainian', 'indie rock', 'rock', 'ukrainian', 'ukrainian rock']",3:29
Вище неба,Океан Ельзи,"35,768","240,200","['ukrainian', 'rock', 'indie', 'pop rock', 'rock', 'ukrainian', 'ukrainian rock']",3:59
Вставай,Океан Ельзи,"35,045","248,590","['rock', 'ukrainian', 'ukrainian rock', 'rock', 'ukrainian', 'ukrainian rock']",2:56
Майже весна,Океан Ельзи,"34,826","240,383","['ukrainian', 'rock', 'alternative', 'spring', 'rock', 'ukrainian', 'ukrainian rock']",4:14
Той день,Океан Ельзи,"33,702","221,011","['rock', 'ukrainian', 'ukrainian rock', 'rock', 'ukrainian', 'ukrainian rock']",4:00
Холодно,Океан Ельзи,"32,587","221,534","['ukrainian', 'rock', 'ukrainian rock', 'rock', 'ukrainian', 'ukrainian rock']",4:34
Все буде добре,Океан Ельзи,"32,302","202,088","['rock', 'ukrainian', 'rock', 'ukrainian', 'ukrainian rock']",3:12
Відпусти,Океан Ельзи,"30,909","177,284","['rock', 'ukrainian', 'ukrainian - rock', 'rock', 'ukrainian', 'ukrainian rock']",3:48
Я так хочу...,Океан Ельзи,"29,710","207,624","['ukrainian', 'rock', 'rock', 'ukrainian', 'ukrainian rock']",4:42
На небі,Океан Ельзи,"28,900","209,586","['rock', 'pop rock', 'ukrainian', 'rock', 'ukrainian', 'ukrainian rock']",3:44
Кавачай,Океан Ельзи,"28,270","181,582","['ukrainian rock', 'rock', 'ukrainian', 'rock', 'ukrainian', 'ukrainian rock']",4:39
Стріляй,Океан Ельзи,"25,570","184,178","['ukrainian', 'rock', 'ukraine chart', 'rock', 'ukrainian', 'ukrainian rock']",4:51
Сосни,Океан Ельзи,"25,453","169,903","['rock', 'ukrainian', 'indie', 'pop rock', 'rock', 'ukrainian', 'ukrainian rock']",4:28
