title,artist,title_listeners,title_scrobbles,title_tags,title_duration
15 шагов,Ірина Білик,385,"1,440","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:01
Фарби,Ірина Білик,379,"1,847","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:02
Шутка,Ірина Білик,369,"1,471","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:13
Лучики,Ірина Білик,368,"1,635","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:51
Франсуа,Ірина Білик,365,"1,778","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:50
Парами,Ірина Білик,350,"2,037","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:07
Хочу,Ірина Білик,346,"2,146","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:52
Скажи,Ірина Білик,324,"1,887","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:45
Ти мiй,Ірина Білик,324,"1,329","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:00
Sorry,Ірина Білик,310,"1,734","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:17
Божевільна,Ірина Білик,308,"1,429","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:36
Я іду на війну,Ірина Білик,295,"1,818","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:07
Серце,Ірина Білик,293,"2,120","['ukrainian', 'pop', 'gsmart', 'ukrainian', 'pop', 'female vocalists']",4:14
Ніч як ніч,Ірина Білик,275,"1,160","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:35
Дощем,Ірина Білик,273,"1,454","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:33
Кувала зозуля,Ірина Білик,267,"1,179","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:47
Зоряна ніч,Ірина Білик,266,862,"['80s', 'atmospheric', 'dreamy', 'europop', 'hope', 'ukrainian', 'pop', 'female vocalists']",4:51
Obcy Ty,Ірина Білик,261,"1,690","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'polish', 'ukrainian', 'pop', 'female vocalists']",4:16
Ома,Ірина Білик,257,"1,914","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:37
Я не знаю,Ірина Білик,250,"1,601","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:44
"Те, чого нема",Ірина Білик,249,"1,987","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:13
Я відріжу хвилі,Ірина Білик,244,"1,571","['shampagne music', 'ukrainian', 'pop', 'female vocalists']",4:19
Падали...,Ірина Білик,241,"1,305","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:45
Коробочки,Ірина Білик,232,838,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",Add lyrics on Musixmatch
Дай руку мені,Ірина Білик,230,"1,481","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:40
Я люблю его,Ірина Білик,228,"1,221","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:52
"Де море, як я",Ірина Білик,228,"1,282","['fucking painful', 'weird memories of being teenager', 'ukrainian', 'pop', 'female vocalists']",4:10
Хай живе надія,Ірина Білик,223,984,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:02
Після кохання,Ірина Білик,221,"1,189","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:40
Нова,Ірина Білик,221,944,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:45
Я твоя маленькая девочка,Ірина Білик,218,"1,085","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",Add lyrics on Musixmatch
Просто літо,Ірина Білик,217,"1,190","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:05
Сонце,Ірина Білик,217,"1,039","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:56
Н-а-р-к-о-т-и-к-и,Ірина Білик,214,"1,399","['pop', '90s', 'ukrainian', 'gsmart', 'ukrainian', 'pop', 'female vocalists']",5:09
Лише твоя,Ірина Білик,213,"1,425","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:54
Не ховай очей,Ірина Білик,207,"1,394","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:27
Побегу по радуге,Ірина Білик,203,"1,245","['meladze', 'ukrainian', 'pop', 'female vocalists']",Add lyrics on Musixmatch
А мені б туди,Ірина Білик,200,"1,153","['ukrainian', 'pop', 'ukrainian', 'pop', 'female vocalists']",3:54
Щастя моє,Ірина Білик,200,955,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:52
Дорога в нiкуди,Ірина Білик,199,"1,079","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:00
Того кого,Ірина Білик,196,"1,106","['ukrainian', 'pop', 'ukrainian', 'pop', 'female vocalists']",4:11
Вже осінь,Ірина Білик,195,"1,080","['ukrainian', 'pop', 'ukrainian', 'pop', 'female vocalists']",4:49
"Не плач, марічко",Ірина Білик,192,977,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:06
Вверх по реке,Ірина Білик,187,739,"['ukrainian', 'pop', 'gsmart', 'ukrainian', 'pop', 'female vocalists']",4:11
38,Ірина Білик,185,998,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:54
Що було,Ірина Білик,184,801,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:02
За твою любовь,Ірина Білик,184,829,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:37
Вибачай (акустична версія),Ірина Білик,183,990,"['pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:17
Я буду,Ірина Білик,180,887,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:27
Любовь - это...,Ірина Білик,180,628,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:38
"Мы будем вместе, я знаю, Таких, как я - не бывает, Таких, как ты - не теряют, Мы будем вместе, я знаю!",Ірина Білик,178,396,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",Add lyrics on Musixmatch
До тебе,Ірина Білик,176,807,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:16
Ні,Ірина Білик,176,812,"['ballad', '2000', 'ukrainian', 'ukrainian', 'pop', 'female vocalists']",3:10
Ніч новорічна,Ірина Білик,173,743,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:52
Девочка (www.primemusic.ru),Ірина Білик,172,540,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",Add lyrics on Musixmatch
Баю,Ірина Білик,171,908,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:08
Вечер,Ірина Білик,171,696,"['ukrainian', 'pop', 'ukrainian', 'pop', 'female vocalists']",3:56
Забула,Ірина Білик,163,"1,049","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:27
"Бандуристе, орле сизий",Ірина Білик,161,686,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",5:43
Біла пісня,Ірина Білик,159,783,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",2:51
Montserrat,Ірина Білик,158,760,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:21
Через високі гори,Ірина Білик,157,888,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:37
Лето,Ірина Білик,156,719,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:56
Рассвет,Ірина Білик,151,"1,087","['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",3:16
Тобі,Ірина Білик,149,728,"['ukrainian', 'pop', 'female vocalists', 'ukraine', 'ukrainian', 'pop', 'female vocalists']",4:27
Наосліп,Sad Novelist,"6,608","42,340","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:09
Світло,Sad Novelist,"2,131","13,624","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:22
А ти спитала мені як?,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Прокурений балкон,Sad Novelist,"1,610","10,699","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:33
Тління,Sad Novelist,"1,608","9,471","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:52
Подивись.,Sad Novelist,"1,258","10,315","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Не смій пити,Sad Novelist,"1,064","6,672","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:27
Ближче,Sad Novelist,"1,027","7,853","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Поруч.,Sad Novelist,826,"5,091","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:02
Всупереч,Sad Novelist,764,"3,322","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:48
Останні промені,Sad Novelist,709,"2,896","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:14
Забудь мене,Sad Novelist,609,"4,414","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Гріх,Sad Novelist,592,"2,863","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:16
Трохи про нас,Sad Novelist,576,"4,236","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Поцуп забуття,Sad Novelist,570,"2,102","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:04
Хтивий!,Sad Novelist,463,"3,001","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:16
Пароль до ї' губ,Sad Novelist,457,"3,125","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Божевільний,Sad Novelist,429,"2,578","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:24
Сироти,Sad Novelist,425,"1,993","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:15
Один за столом,Sad Novelist,415,"1,480","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:09
Досить!,Sad Novelist,309,"2,199","['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:40
жовта маршрутка,Sad Novelist,257,728,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Я тону,Sad Novelist,226,835,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:15
Поміж скронь,Sad Novelist,225,980,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:09
Засяй Мені,Sad Novelist,212,720,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:56
Мереживо,Sad Novelist,187,715,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:35
губи покусані,Sad Novelist,170,823,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:03
літери,Sad Novelist,168,522,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:00
Карамель,Sad Novelist,163,450,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:14
Наосліп (feat. SadSvit),Sad Novelist,162,789,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:09
Сто відсотків твого часу - Extended,Sad Novelist,143,738,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Безсоння,Sad Novelist,129,517,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:21
до чистилища праворуч,Sad Novelist,103,230,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:36
Запам'ятай мої рядки,Sad Novelist,102,549,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
досить,Sad Novelist,99,239,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:43
Сто відсотків твого часу,Sad Novelist,90,504,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
пабло і моді,Sad Novelist,78,184,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:00
тільки Бог,Sad Novelist,71,176,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:36
Світло (feat. SadSvit),Sad Novelist,69,372,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:22
Наосліп (за участю виконавця SadSvit),Sad Novelist,66,402,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління (feat. SadSvit),Sad Novelist,57,361,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:52
Божевільний - Twiggy Mix,Sad Novelist,48,100,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Всупереч (feat. SadSvit),Sad Novelist,43,111,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:48
Тління (за участю виконавця SadSvit),Sad Novelist,37,147,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Всупереч (за участю виконавця SadSvit),Sad Novelist,22,72,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Світло (за участю виконавця SadSvit),Sad Novelist,22,70,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
"Подивись. (ft. drimandr, EasyLover, Sleepy Andy)",Sad Novelist,14,26,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Засяй Мені (за участю виконавця obb.stacle),Sad Novelist,14,22,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Подивись,Sad Novelist,10,62,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Засяй Мені (feat. obb.stacle),Sad Novelist,8,29,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:56
Поруч,Sad Novelist,7,12,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
жовта маршрутка (feat. Мія Рамарі),Sad Novelist,4,13,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наослiп,Sad Novelist,4,7,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Подивись. (feat. Sleepy Andy & EasyLover),Sad Novelist,3,21,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",2:57
Подивись. (за участю виконавців Sleepy Andy і EasyLover),Sad Novelist,3,6,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Божевільний (Twiggy Mix),Sad Novelist,3,6,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",3:24
Наосліп (spolu s interpretom SadSvit),Sad Novelist,2,16,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Світло (spolu s interpretom SadSvit),Sad Novelist,2,13,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Повсякденно,Sad Novelist,2,8,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління (spolu s interpretom SadSvit),Sad Novelist,2,5,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп (ft. SadSvit),Sad Novelist,2,5,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
губи покусані (feat. Sleepy Andy),Sad Novelist,2,2,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
жовта маршрутка (за участю виконавця Мія Рамарі),Sad Novelist,2,2,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Sad Novelist - Наосліп (feat. SadSvit),Sad Novelist,2,2,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Світло (ft. SadSvit),Sad Novelist,2,2,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп (con SadSvit),Sad Novelist,2,2,"['post-punk', 'new wave', 'ukrainian', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Світло (featuring SadSvit),Sad Novelist,1,10,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління (featuring SadSvit),Sad Novelist,1,8,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Трансильванія,Sad Novelist,1,7,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Всупереч (spolu s interpretom SadSvit),Sad Novelist,1,6,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп feat. SadSvit,Sad Novelist,1,6,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Ближче (featuring Структура Щастя),Sad Novelist,1,5,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп (featuring SadSvit),Sad Novelist,1,4,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Світло feat. SadSvit,Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
губи покусані (за участю виконавця Sleepy Andy),Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Всупереч feat. SadSvit,Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Касета(не)модна,Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп (part. SadSvit),Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Всупереч (ft. SadSvit),Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп (mp3-2020.com),Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління (ft. SadSvit),Sad Novelist,1,2,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління feat. SadSvit,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Забудь мене (feat. СТРУКТУРА ЩАСТЯ),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління (part. SadSvit),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Всупереч (part. SadSvit),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Трохи про нас (feat. СТРУКТУРА ЩАСТЯ),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
А ти спитала мені як,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
паяє,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
інших,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Тління (SadSvit részvételével),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Sad Novelist - А ти спитала мені як?,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
думка,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Ближче (feat. СТРУКТУРА ЩАСТЯ),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Наосліп (SadSvit részvételével),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Додому,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Reunite,Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Прокурений балкон (Muzaf.net),Sad Novelist,1,1,"['post-punk', 'new wave', 'ukrainian', 'indie pop', 'indie rock', 'post-punk', 'new wave', 'ukrainian']",Add lyrics on Musixmatch
Вахтёрам,Бумбокс,"50,701","393,405","['ukrainian', 'funk', 'ukrainian', 'funk', 'reggae']",4:00
Летний дождь,Бумбокс,"22,381","149,739","['funk', 'sad', 'ukrainian', 'russian', 'ukrainian', 'funk', 'reggae']",3:22
Я твой,Бумбокс,"12,665","92,795","['ukrainian', 'soul', 'alternative', 'cool', 'ukrainian', 'funk', 'reggae']",3:31
Быть самим собой,Бумбокс,"12,450","63,110","['funk', '1', 'lts', 'ukrainian', 'funk', 'reggae']",3:49
Та что,Бумбокс,"12,076","75,060","['rap', 'indie rock', 'russian', 'sad', 'sincere', 'ukrainian', 'funk', 'reggae']",Add lyrics on Musixmatch
Пошла вон,Бумбокс,"10,126","59,776","['3 stars', 'cover', 'russian', 'pop-rock', 'ukrainian', 'funk', 'reggae']",3:25
Холода.нет,Бумбокс,"7,323","46,182","['funk', 'blues', 'russian', 'depression', 'melancholy', 'ukrainian', 'funk', 'reggae']",3:07
Звезды не ездят в метро,Бумбокс,"6,993","45,238","['melancholic', 'emocore', 'energetic', 'pop-punk', 'ukrainian', 'funk', 'reggae']",3:23
Пєпєл,Бумбокс,"6,148","35,253","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']","Я сегодня здесь, с тобой, жил и пел"
Этажи,Бумбокс,"5,185","29,261","['lts', 'ukrainian', 'funk', 'reggae']",4:20
Выход,Бумбокс,"5,146","30,986","['ukrainian', 'funk', 'reggae', 'hip-hop', '2016', 'ukrainian', 'funk', 'reggae']",5:20
А мне бы до утра,Бумбокс,"5,044","33,349","['about me', 'summer 2010', 'autumn2011', 'ukrainian', 'funk', 'reggae']",Add lyrics on Musixmatch
Спи собі сама,Скрябін,"13,432","93,996","['ukrainian', 'easy listening', 'electronic', 'ballads', 'ukrainian', 'synthpop', 'pop-rock']",4:20
Старі фотографії,Скрябін,"11,273","63,543","['ukrainian', 'pop', 'male', 'ukrainian', 'synthpop', 'pop-rock']",5:28
Кольорова,Скрябін,"9,997","60,819","['ukrainian', 'pop', 'ukrainian', 'synthpop', 'pop-rock']",3:16
Говорили і курили,Скрябін,"7,838","46,289","['ukrainian', 'ukrainian', 'synthpop', 'pop-rock']",3:46
