title,artist,spotify_artist,track_id,artist_id,duration_ms,track_popularity,album_id,album_name,album_release_date,total_tracks
Мій назавжди - IKSIY Remix,Zlata Ognevich,ZLATA OGNEVICH,778Zgycxp1IcSGr3noa5Te,187fS4swOKe4m6p5G0ciwF,197105,6,6q9y6Pl5qoUyk8M9MVwj2o,Мій назавжди (Iksiy Remix),2021-07-27,1
Сповідь,Zlata Ognevich,ZLATA OGNEVICH,1H0NFU0aGqs4O5dVo96o9f,187fS4swOKe4m6p5G0ciwF,227137,1,4xAC8BtmTJTm1CGYLlmyVX,Гранi,2018-12-17,8
Bogini,Zlata Ognevich,ZLATA OGNEVICH,2zDoxS091sl5kYF7kQqvLy,187fS4swOKe4m6p5G0ciwF,201671,0,6q873aLsDPV8YZ8fIV0gJQ,Bogini,2020-11-27,1
Беги - acoustic version,Zlata Ognevich,ZLATA OGNEVICH,3v74chjpJoL2nSMVpDec5i,187fS4swOKe4m6p5G0ciwF,259002,2,6KgSpd85jo6RsMSSgj0eiW,Богиня,2020-09-11,7
Чекай,Zlata Ognevich,ZLATA OGNEVICH,1o4SNBOWuGYaryUypgZRjI,187fS4swOKe4m6p5G0ciwF,250403,2,4xAC8BtmTJTm1CGYLlmyVX,Гранi,2018-12-17,8
"Ой, я знаю, що гріх маю",Zlata Ognevich,ZLATA OGNEVICH,2phOnqXloVWYgCLzTrvznD,187fS4swOKe4m6p5G0ciwF,201451,5,5PvuzkmK0wwaVX4a1Om1cA,ДНК,2023-03-01,18
Автобус буратін,Mad Heads XL,Mad Heads XL,0D0ppU34dFc71AzHDENRIq,33jW4Zv6JLzKEOxvLUaxA1,204213,1,0y9aiM1wp1142HRLyNQ6k5,Новорічні пісні або в лєсу раділась YОлочка,2006-01-01,14
Ushme Uturbe,Kalush Orchestra,Kalush Orchestra,0317HGeoWyPqqFn1AJKlbk,6fNkvAT7XRYuIynD5RTSLf,196757,41,0VxYEgSi0kmvzFUPxT66m0,Ushme Uturbe,2023-04-14,1
Це любов,Kalush Orchestra,Kalush Orchestra,1wC8M93ofAwfrV9a4mDzYa,6fNkvAT7XRYuIynD5RTSLf,156338,55,2kZi9EkuwliINWGlTF4PXR,Це любов,2023-12-14,1
Stefania,Kalush Orchestra,KALUSH,2vHzOWRKYPLu8umRPIFuOq,46rVVJwHWNS7C7MaWXd842,179545,57,4JPeuLHGm9g78QS2aRao3D,Stefania (Kalush Orchestra),2022-03-18,1
Chase - Spotify Singles,Kalush Orchestra,Kalush Orchestra,3Q4TZNei1kkNAZl6ab9hgs,6fNkvAT7XRYuIynD5RTSLf,132305,18,57257NCkLxYmBi21oDt3zJ,Spotify Singles,2023-07-12,3
In the fire,Kalush Orchestra,Kalush Orchestra,0FUfvBGRrXB5nCCa03K26c,6fNkvAT7XRYuIynD5RTSLf,132017,22,3QGQj726YXUI9sgo6nUQ2N,In the fire,2023-06-23,1
Янголом,Kalush Orchestra,Kalush Orchestra,2jGCkNQKjwgcvrDPiage1O,6fNkvAT7XRYuIynD5RTSLf,136097,38,3IO9YeIXhEX1eFJuuVHuLg,Янголом,2024-02-01,1
Вогонь горить,Kalush Orchestra,Kalush Orchestra,0wslgoUT92KyPMKlTr8DRh,6fNkvAT7XRYuIynD5RTSLf,114497,25,3ZXdpgQIVu5pFxZX1EaL9q,Вогонь горить,2023-09-08,1
Вітер виє,Kalush Orchestra,Kalush Orchestra,4G5BcmPDjXrt7WIKN6DFSw,6fNkvAT7XRYuIynD5RTSLf,165441,35,04IwUuBp97SHv3P2l7Vm7c,Вітер виє,2024-04-04,1
Коли,Kalush Orchestra,Kalush Orchestra,13IHKSX2lmUT3scSiaonLM,6fNkvAT7XRYuIynD5RTSLf,175937,44,1txB9uOUUV2RzbQ79tsVpf,Коли,2024-11-14,1
Дівчата,Kalush Orchestra,Kalush Orchestra,0nsrOrvAR70B8NBWYQOd2M,6fNkvAT7XRYuIynD5RTSLf,165000,43,0MGGO0YkpAAJoTpeIUMUYA,Дівчата,2024-12-11,1
Ти мене - Live,Kalush Orchestra,Kalush Orchestra,74KIQE0eoala83Jd5QDVis,6fNkvAT7XRYuIynD5RTSLf,164343,15,2BUHyNkkj76vg2rrRHsuBN,Ти мене (Live),2023-08-11,1
CHANGES,Kalush Orchestra,KALUSH,3BBC1QD0gNf0Vd4cQX2pif,46rVVJwHWNS7C7MaWXd842,175058,32,4GhYBioQrv06UdpgLFW1SA,Changes,2023-03-03,1
Рута,Kalush Orchestra,Kalush Orchestra,1pucfNQ07s78phwekGkB4s,6fNkvAT7XRYuIynD5RTSLf,154596,45,7ttqdPpQs5GqpjirAusheg,Рута,2025-02-13,1
In The Shadows of Ukraine,Kalush Orchestra,KALUSH,5dSOtyf70O6fG1xm4xFeTD,46rVVJwHWNS7C7MaWXd842,181117,38,0kotfHFF8v0fWBfgoyX1ov,In The Shadows Of Ukraine (feat. The Rasmus),2022-10-21,1
Nasze Domy,Kalush Orchestra,KALUSH,0CDm0PnFYUPlcskXvyQ9hc,46rVVJwHWNS7C7MaWXd842,164943,38,3ejmjrCrglVnyofkit2IIw,Nasze Domy (feat. Szpaku),2022-11-04,1
Stefania - Ukraine 2022,Kalush Orchestra,KALUSH,15JdrESbhLychHaiQ5Grfg,46rVVJwHWNS7C7MaWXd842,178306,22,4JzNsR271t5haR0pgURRPq,Eurovision Song Contest Turin 2022 (Karaoke Version),2022-04-08,40
Старенький трамвай,Піккардійська Терція,Піккардійська терція,1epGnVIuUyggVsODF0BgR8,2szQ21M0H5WuMGG2JIrKqq,167230,32,2pkTyzVQWgdgSxgsuqAkDU,Tercia Pikardyiska,2020-12-24,7
"Гей, пливе кача",Піккардійська Терція,Піккардійська терція,2lDubKmeUjYoUvLHgUOSAH,2szQ21M0H5WuMGG2JIrKqq,248173,35,7mTfGAJYIcBD9lgcpk3IYN,Ельдорадо,2002-01-01,6
Добрий вечір тобі,Піккардійська Терція,Піккардійська терція,1RkZiw3RIvj9dfh4IJX3dS,2szQ21M0H5WuMGG2JIrKqq,122306,24,1AJI7h80Kt1Ax0blHk55sB,Різдвяні колядки,2020-12-04,6
Колискова для аліси,Піккардійська Терція,Піккардійська терція,4h1q35FFcyGgRbgU1eLnn8,2szQ21M0H5WuMGG2JIrKqq,271765,20,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
Сад ангельських пісень,Піккардійська Терція,Піккардійська терція,0B2OZh4YaJgRbSOCB6GPJK,2szQ21M0H5WuMGG2JIrKqq,213994,13,5JpKRJnQDMLLMRkelIeB57,Сад ангельських пісень,2020-12-24,9
Моя любов,Піккардійська Терція,Піккардійська терція,19OIjrENeNqyEpqNJVOiUn,2szQ21M0H5WuMGG2JIrKqq,245213,4,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
Усе тобі,Піккардійська Терція,Піккардійська терція,2QP2xtSSkM2VEVg3AgqyfZ,2szQ21M0H5WuMGG2JIrKqq,175031,12,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
Пустельник,Піккардійська Терція,Піккардійська терція,31cZ9Lag1Wu7pVaavypFlX,2szQ21M0H5WuMGG2JIrKqq,286300,16,5JpKRJnQDMLLMRkelIeB57,Сад ангельських пісень,2020-12-24,9
Сумна я була,Піккардійська Терція,Піккардійська терція,1DadVU23pvIrTXcW6wYgZq,2szQ21M0H5WuMGG2JIrKqq,208130,5,2pkTyzVQWgdgSxgsuqAkDU,Tercia Pikardyiska,2020-12-24,7
Небо і земля,Піккардійська Терція,Піккардійська терція,0udNZCmMsDPvure77K9IHn,2szQ21M0H5WuMGG2JIrKqq,94253,12,1AJI7h80Kt1Ax0blHk55sB,Різдвяні колядки,2020-12-04,6
Я придумаю світ,Піккардійська Терція,Піккардійська терція,31G6w14yEPt40qSYWTN2Fh,2szQ21M0H5WuMGG2JIrKqq,210133,20,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
Містичний вальс,Піккардійська Терція,Піккардійська терція,6RjdIbNIYnri4OKEKGuHrE,2szQ21M0H5WuMGG2JIrKqq,255493,12,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
Загадкова,Піккардійська Терція,Піккардійська терція,004Bl3Af5hmycMNnjgRlAt,2szQ21M0H5WuMGG2JIrKqq,243013,13,7mTfGAJYIcBD9lgcpk3IYN,Ельдорадо,2002-01-01,6
Пречистая діва,Піккардійська Терція,Піккардійська терція,05q167FhCJjw045TUM6MO5,2szQ21M0H5WuMGG2JIrKqq,175986,11,1AJI7h80Kt1Ax0blHk55sB,Різдвяні колядки,2020-12-04,6
Святий яне,Піккардійська Терція,Піккардійська терція,2AqJDZFRUw1yioBIbgyYj8,2szQ21M0H5WuMGG2JIrKqq,308000,1,5JpKRJnQDMLLMRkelIeB57,Сад ангельських пісень,2020-12-24,9
Щедрик,Піккардійська Терція,Піккардійська терція,3Vkh60t4pytLcyWRqJkM5b,2szQ21M0H5WuMGG2JIrKqq,109366,2,5YtXqMbSUKGwPYjrAkMU5j,На святий вечір,2020-12-15,8
Я в чужині дивлюся на небо,Піккардійська Терція,Піккардійська терція,4T8gLPXBedBi0zHYwFONq1,2szQ21M0H5WuMGG2JIrKqq,211360,11,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
Дороги,Піккардійська Терція,Піккардійська терція,77Gm3MfwiWNyKbNflUCLY2,2szQ21M0H5WuMGG2JIrKqq,281939,5,7mTfGAJYIcBD9lgcpk3IYN,Ельдорадо,2002-01-01,6
В вифлеємі днесь Марія,Піккардійська Терція,Піккардійська терція,7wGg1FmvxP9JhFInGswzw7,2szQ21M0H5WuMGG2JIrKqq,183400,10,1AJI7h80Kt1Ax0blHk55sB,Різдвяні колядки,2020-12-04,6
Ельдорадо,Піккардійська Терція,Піккардійська терція,0aGThQSnKwvua97HQo0s3W,2szQ21M0H5WuMGG2JIrKqq,242066,6,7mTfGAJYIcBD9lgcpk3IYN,Ельдорадо,2002-01-01,6
Будьте здорові,Піккардійська Терція,Піккардійська терція,5aHcP03DU9js7KOtYJYEH8,2szQ21M0H5WuMGG2JIrKqq,40640,4,5YtXqMbSUKGwPYjrAkMU5j,На святий вечір,2020-12-15,8
Землю юдейську,Піккардійська Терція,Піккардійська терція,68efsPF8toOijBlFtxlLyl,2szQ21M0H5WuMGG2JIrKqq,147106,6,1AJI7h80Kt1Ax0blHk55sB,Різдвяні колядки,2020-12-04,6
Мелодія пізньої осені,Піккардійська Терція,Піккардійська терція,7opRTymMULZMGdqospi5Db,2szQ21M0H5WuMGG2JIrKqq,223973,2,5JpKRJnQDMLLMRkelIeB57,Сад ангельських пісень,2020-12-24,9
Останній літній дощ,Піккардійська Терція,Піккардійська терція,0glLxqiMJZaEuL5oIjw6eE,2szQ21M0H5WuMGG2JIrKqq,202104,5,46gU95z7JHymTHKX2gW3kJ,Етюди,2009-01-01,3
Вперто іди,Піккардійська Терція,Піккардійська терція,44VelN8obsibHAs64SmYt3,2szQ21M0H5WuMGG2JIrKqq,178226,5,7mTfGAJYIcBD9lgcpk3IYN,Ельдорадо,2002-01-01,6
Трамвайні етюди,Піккардійська Терція,Піккардійська терція,6quiFvaxyUdjZ1VYuqcM7B,2szQ21M0H5WuMGG2JIrKqq,245342,4,46gU95z7JHymTHKX2gW3kJ,Етюди,2009-01-01,3
"Там, де неба блакить",Піккардійська Терція,Піккардійська терція,18O4Li75EVRn4U6j2Xk2oF,2szQ21M0H5WuMGG2JIrKqq,267556,4,2pkTyzVQWgdgSxgsuqAkDU,Tercia Pikardyiska,2020-12-24,7
Талісман,Піккардійська Терція,Піккардійська терція,3LR7My9FjhQMgkrUzUzQug,2szQ21M0H5WuMGG2JIrKqq,304796,5,2pkTyzVQWgdgSxgsuqAkDU,Tercia Pikardyiska,2020-12-24,7
Коломбіна,Піккардійська Терція,Піккардійська терція,6bGfztFQMswYKufkRcbMbJ,2szQ21M0H5WuMGG2JIrKqq,160587,3,46gU95z7JHymTHKX2gW3kJ,Етюди,2009-01-01,3
Наша Маланка,Піккардійська Терція,Піккардійська терція,0RlLt6NzOGUMV0eTrUP22k,2szQ21M0H5WuMGG2JIrKqq,133640,19,2qbJO27ezYOsDXow6PI7AV,Лети,2017-01-01,6
У неділю рано,Піккардійська Терція,Піккардійська терція,1lu2yO2cRDIB4KbZxiM0Gn,2szQ21M0H5WuMGG2JIrKqq,183000,0,5YtXqMbSUKGwPYjrAkMU5j,На святий вечір,2020-12-15,8
"Нехай і холод, і вітри",Піккардійська Терція,Піккардійська терція,2X3BWAHKUfr44t5YuHHoy0,2szQ21M0H5WuMGG2JIrKqq,229922,12,5JpKRJnQDMLLMRkelIeB57,Сад ангельських пісень,2020-12-24,9
Радуйся радость твою,Піккардійська Терція,Піккардійська терція,33Wd3SqAPsdAXzfBM1IDCy,2szQ21M0H5WuMGG2JIrKqq,88000,1,5YtXqMbSUKGwPYjrAkMU5j,На святий вечір,2020-12-15,8
"Ой, ходять пави",Піккардійська Терція,Піккардійська терція,0jLkhaE9QWU3zBqIowegYT,2szQ21M0H5WuMGG2JIrKqq,92998,2,0yEQ9qomg18zGcZVOo4UPh,Я придумаю світ,1999-01-01,8
"Ой, слаба я",Піккардійська Терція,Піккардійська терція,65jcIuuokjMra1OTClOuMU,2szQ21M0H5WuMGG2JIrKqq,211636,2,2pkTyzVQWgdgSxgsuqAkDU,Tercia Pikardyiska,2020-12-24,7
Валентин,Піккардійська Терція,Піккардійська терція,3zVFSEzDhAI8sLGF60wcPc,2szQ21M0H5WuMGG2JIrKqq,170638,2,2pkTyzVQWgdgSxgsuqAkDU,Tercia Pikardyiska,2020-12-24,7
Mozhe,BLOOMS CORDA,Blooms Corda,655W6tYzFMbDLWyj9611Kb,3mlUhGSEvqMhUNu7uWB9hA,239000,33,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
Moya california,BLOOMS CORDA,Blooms Corda,0sOv4nmSlmOa70z4OsNjE8,3mlUhGSEvqMhUNu7uWB9hA,161986,30,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
lyst do Kathrine,BLOOMS CORDA,Blooms Corda,5Bn9sfsAyZfrKjDzICwHw8,3mlUhGSEvqMhUNu7uWB9hA,322260,29,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Олмост йелоу,BLOOMS CORDA,Blooms Corda,1sdYmyh7qkXzYgMfgTHe2X,3mlUhGSEvqMhUNu7uWB9hA,63657,14,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Sapphire,BLOOMS CORDA,Blooms Corda,2pXlNIGRyyFVYADMCZGqXI,3mlUhGSEvqMhUNu7uWB9hA,326507,20,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
Ода звичайному дню,BLOOMS CORDA,Blooms Corda,4xmkjDkRmTSNNFV9QzQVWe,3mlUhGSEvqMhUNu7uWB9hA,95689,16,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
tvaryna,BLOOMS CORDA,Blooms Corda,7m7dVW45hvspLDSMnINspu,3mlUhGSEvqMhUNu7uWB9hA,285000,26,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Vechirka na odnogo,BLOOMS CORDA,Blooms Corda,1VtW6TpmApY7jk7pAzailS,3mlUhGSEvqMhUNu7uWB9hA,168020,22,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
Спірічуал,BLOOMS CORDA,Blooms Corda,2oTMeZP9JBsDBL0SKnjWcA,3mlUhGSEvqMhUNu7uWB9hA,255258,23,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
у пошуках милої людини,BLOOMS CORDA,Blooms Corda,5eO4aVeD6oULUbMdTs8I8D,3mlUhGSEvqMhUNu7uWB9hA,201107,27,7ieyIgARZ461clZn8Pj6sS,Gigotosia,2016-10-20,10
Пісня про війну,BLOOMS CORDA,Blooms Corda,1HJcjbIbY2wXp4hE7OOcXV,3mlUhGSEvqMhUNu7uWB9hA,161000,22,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Повертаюсь до життя,BLOOMS CORDA,Blooms Corda,2SmnJK7PGeiC8tgx36qIU7,3mlUhGSEvqMhUNu7uWB9hA,280862,26,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Слоу моушн,BLOOMS CORDA,Blooms Corda,7jo2Jo9WX20nkMmtMoMWCP,3mlUhGSEvqMhUNu7uWB9hA,311295,25,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Jack,BLOOMS CORDA,Blooms Corda,4403nBdYmusBmFV8wxAhBU,3mlUhGSEvqMhUNu7uWB9hA,276500,11,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Ідеальний Ранок,BLOOMS CORDA,Blooms Corda,6n3uTiIv8LsFFktOYzyZRL,3mlUhGSEvqMhUNu7uWB9hA,225827,12,64pY3sjkX6Gts7QOVWlKD3,Sottoportico,2020-10-20,5
moya kimnata,BLOOMS CORDA,Blooms Corda,7wMw6vpqInTRtakiYGj5Kc,3mlUhGSEvqMhUNu7uWB9hA,196000,20,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Київський вокзал,BLOOMS CORDA,Blooms Corda,2PdqxE6vMKk2dXE50ClZT4,3mlUhGSEvqMhUNu7uWB9hA,245988,15,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Тарханкут,BLOOMS CORDA,Blooms Corda,2L0KNioABWObVzjrLL9bvC,3mlUhGSEvqMhUNu7uWB9hA,279832,19,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Даня у клітці зі спогадами,BLOOMS CORDA,Blooms Corda,3N4GVYhDx3r51BLcvBQ3rH,3mlUhGSEvqMhUNu7uWB9hA,215338,19,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Король троянд,BLOOMS CORDA,Blooms Corda,6y7cF1NxxOvapLL4Fc4ZZm,3mlUhGSEvqMhUNu7uWB9hA,207189,18,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Недобудови,BLOOMS CORDA,Blooms Corda,1mZl4o3cZHrcRMxeg6WsXv,3mlUhGSEvqMhUNu7uWB9hA,200854,17,64pY3sjkX6Gts7QOVWlKD3,Sottoportico,2020-10-20,5
Робінзон криза,BLOOMS CORDA,Blooms Corda,4dfh5ApYn6OuUgYLt1elnV,3mlUhGSEvqMhUNu7uWB9hA,296861,10,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Dlya Polnogo Schastya,BLOOMS CORDA,Blooms Corda,4aLNGQp7Yu1QmDKB0zkBck,3mlUhGSEvqMhUNu7uWB9hA,223000,12,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Plateau,BLOOMS CORDA,Blooms Corda,245f3YHqezkSIpmvlcoNRL,3mlUhGSEvqMhUNu7uWB9hA,209525,13,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
Панічна контратака,BLOOMS CORDA,Blooms Corda,7fJb1csmtbmbKsFgUHXMLk,3mlUhGSEvqMhUNu7uWB9hA,350176,12,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Kolo,BLOOMS CORDA,Blooms Corda,5PEvkUoZ6llIEFY0j7lWdb,3mlUhGSEvqMhUNu7uWB9hA,286994,10,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
Форель,BLOOMS CORDA,Blooms Corda,4vRuADLdhMA8SyJCDxK6zi,3mlUhGSEvqMhUNu7uWB9hA,261500,13,256KsMSVRaFd03V9XrqXOJ,Форель,2020-07-16,1
Майбутнє,BLOOMS CORDA,Blooms Corda,69oTw6rfTabt7Q6HKgqiSn,3mlUhGSEvqMhUNu7uWB9hA,227601,13,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Ран,BLOOMS CORDA,Blooms Corda,0Is1z3hfVYEtreWxnCOHtL,3mlUhGSEvqMhUNu7uWB9hA,214000,17,7ieyIgARZ461clZn8Pj6sS,Gigotosia,2016-10-20,10
Kodzuro,BLOOMS CORDA,Blooms Corda,1DbRb57jrGWatK4TevVtFV,3mlUhGSEvqMhUNu7uWB9hA,228501,11,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
hto pryide,BLOOMS CORDA,Blooms Corda,1IwIbutQTJ3HRnauimDNxD,3mlUhGSEvqMhUNu7uWB9hA,226944,7,2KxgixPPPlTnL6l8pP1Ktv,Fog Lavender,2018-10-28,8
tattoo,BLOOMS CORDA,Blooms Corda,1Q0vL317w1f8DGjHetSPom,3mlUhGSEvqMhUNu7uWB9hA,312000,11,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
dyvo,BLOOMS CORDA,Blooms Corda,3xrwkto34J8etnHGgzXXfm,3mlUhGSEvqMhUNu7uWB9hA,252000,11,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
epigraph,BLOOMS CORDA,Blooms Corda,7gAO0SPtwATKniu41TJRFg,3mlUhGSEvqMhUNu7uWB9hA,38400,3,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Орфей,BLOOMS CORDA,Blooms Corda,3eWUtNuV9c56UKrBVHxR8r,3mlUhGSEvqMhUNu7uWB9hA,191471,9,5ghlX8TOnOWY6vf8OQlZGF,Найдорожчі речі у світі,2022-06-10,10
Крісмас нуар,BLOOMS CORDA,Blooms Corda,3EniqNYr3aqIrmQ77fTTiD,3mlUhGSEvqMhUNu7uWB9hA,212597,16,3EWohl8zshAf9vHC1D7pTG,Крісмас нуар,2024-12-19,1
"Все не ок, але я ок",BLOOMS CORDA,Blooms Corda,3YHS5fgxAUY59pLXz3KGSA,3mlUhGSEvqMhUNu7uWB9hA,176041,10,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Тато,BLOOMS CORDA,Blooms Corda,0lg4htsdAWCSvhiPGN3Spi,3mlUhGSEvqMhUNu7uWB9hA,382074,9,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Стамбул,BLOOMS CORDA,Blooms Corda,1TnjwMzKsBp1jtX01UiJ5V,3mlUhGSEvqMhUNu7uWB9hA,221570,7,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
iz azartom u ochah,BLOOMS CORDA,Blooms Corda,7qJV8MD5bqsGkpSTubNDqs,3mlUhGSEvqMhUNu7uWB9hA,392000,6,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
asfaltove lito,BLOOMS CORDA,Blooms Corda,7qZioScXu2e0M85BRmwiOm,3mlUhGSEvqMhUNu7uWB9hA,368000,6,7m73zMXOhmaM9ii6v6mArg,Monodance,2015-10-20,10
Нью-Йорк,BLOOMS CORDA,Blooms Corda,3JDoqhvEy8PKpc2dEyQOJT,3mlUhGSEvqMhUNu7uWB9hA,223633,7,64pY3sjkX6Gts7QOVWlKD3,Sottoportico,2020-10-20,5
Чарівний кларнет,BLOOMS CORDA,Blooms Corda,5ktq6HKvyz5JotuI67C7Eu,3mlUhGSEvqMhUNu7uWB9hA,206065,7,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Музей змарнілих ентузіазмів,BLOOMS CORDA,Blooms Corda,5b37UEE8k382ULL2zLJOoN,3mlUhGSEvqMhUNu7uWB9hA,207000,9,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
"О, мій світ",BLOOMS CORDA,Blooms Corda,1QwegqxjNwG5ZnMVs9rYAl,3mlUhGSEvqMhUNu7uWB9hA,280729,9,0BpYqhHGVLZvXmgj8uw9dB,"Дощ іде, але сонце світить",2024-04-19,11
Kolo - Black Hole Sun Remix,BLOOMS CORDA,Blooms Corda,26YWND5oHXcpWz1kpLVySB,3mlUhGSEvqMhUNu7uWB9hA,287500,3,1knctd4yyhlswctrv4xsg7,REMIXES,2020-09-04,2
zemletrus,BLOOMS CORDA,Blooms Corda,4M5civqGH19l6RozpdZa8Z,3mlUhGSEvqMhUNu7uWB9hA,198864,8,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
Лу,BLOOMS CORDA,Blooms Corda,1TFNC8jaULcW4eEpLskWH0,3mlUhGSEvqMhUNu7uWB9hA,193443,2,64pY3sjkX6Gts7QOVWlKD3,Sottoportico,2020-10-20,5
zoloto Reinu,BLOOMS CORDA,Blooms Corda,0wkNc6eh2jczJvxLX5E0lF,3mlUhGSEvqMhUNu7uWB9hA,157728,7,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
soldat na placu,BLOOMS CORDA,Blooms Corda,6waCrRNcshEInShSJnVqB1,3mlUhGSEvqMhUNu7uWB9hA,130560,6,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
Тетріси із фраз,BLOOMS CORDA,Blooms Corda,1elL3NfC1wiVqwXUeuuzvp,3mlUhGSEvqMhUNu7uWB9hA,217425,10,7ieyIgARZ461clZn8Pj6sS,Gigotosia,2016-10-20,10
viter,BLOOMS CORDA,Blooms Corda,4bI3kZ9FhrmQBPEjVmxnWh,3mlUhGSEvqMhUNu7uWB9hA,293160,6,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
Christmas goodness,BLOOMS CORDA,Blooms Corda,1d01nFVyHcgtXdbqm7VpPd,3mlUhGSEvqMhUNu7uWB9hA,176413,5,4wbsIc9ZvDGIb70DEvvMyE,Monodance Bonus Tracks - EP,2015-12-03,5
scho take bez-tebe-vechir,BLOOMS CORDA,Blooms Corda,5FCsALUayY3gVUL1dVxttV,3mlUhGSEvqMhUNu7uWB9hA,245280,6,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
udam scho naspravdi,BLOOMS CORDA,Blooms Corda,2nKeI09Ss5qptFLzfrMwXK,3mlUhGSEvqMhUNu7uWB9hA,277320,4,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
serce moe,BLOOMS CORDA,Blooms Corda,1T7t2COzE1eh3zECtJXQXi,3mlUhGSEvqMhUNu7uWB9hA,262000,2,4wbsIc9ZvDGIb70DEvvMyE,Monodance Bonus Tracks - EP,2015-12-03,5
однонічний роман,BLOOMS CORDA,Blooms Corda,4u67ly0eVNOyiROeO6tuZQ,3mlUhGSEvqMhUNu7uWB9hA,230970,4,7ieyIgARZ461clZn8Pj6sS,Gigotosia,2016-10-20,10
Vidkruemo Vesnu,BLOOMS CORDA,Blooms Corda,10yI1bFB8aHmtYnVIIYLtj,3mlUhGSEvqMhUNu7uWB9hA,322320,2,7FMvPLgfzNWSN2VBWVqVI5,7 Pisen,2014-04-23,7
Окситоцин,Ницо Потворно,Ницо Потворно,377Dx9bns0pzRTtH1hNBdA,1AbmsaKuOkDN5bVSunBoIY,151384,35,2yo5B3sUfAVpGuaxhV60eW,Реанімація,2020-09-11,5
Цікаве життя,Ницо Потворно,Ницо Потворно,3JYnGQSTnemIbkyOQEF5xw,1AbmsaKuOkDN5bVSunBoIY,186461,27,2yo5B3sUfAVpGuaxhV60eW,Реанімація,2020-09-11,5
