title,artist,albums,albums_filtered,main_album
Любовь инженера,Перкалаба,['Дідо'],['Дідо'],Дідо
Дідограє,Перкалаба,['Дідо'],['Дідо'],Дідо
Дідо4,Перкалаба,['Дідо'],['Дідо'],Дідо
Гулей,Перкалаба,[],[],Other
Каб'юк Ахтемiшин,Перкалаба,[],[],Other
Як летіли бугаї,Перкалаба,['Мультимедійна Енциклопедія (CD 1)'],[],Other
Paraguay,Перкалаба,['The Feast of Mushrooms and Trout'],['The Feast of Mushrooms and Trout'],Other
220+Цятка+Полька,Перкалаба,[],[],Other
Чидроты,Перкалаба,[],[],Other
Цятка,Перкалаба,"['Джєрґа', 'Live In Moscow']","['Live In Moscow', 'Джєрґа']",Other
Метро,Жадан і собаки,"['Метро - Single', 'Радіопромінь']",['Радіопромінь'],Радіопромінь
Листопад,Жадан і собаки,[],[],Other
Ребе,Жадан і собаки,[],[],Other
10 Праведників,Жадан і собаки,[],[],Other
Пси,Жадан і собаки,[],[],Other
Рок-музикант,Жадан і собаки,[],[],Other
Нова поліція,Жадан і собаки,[],[],Other
Єрусалим,Жадан і собаки,[],[],Other
Мамона,Жадан і собаки,[],[],Other
Заїбали,Жадан і собаки,[],[],Other
Країна,Жадан і собаки,[],[],Other
Бюджет,Жадан і собаки,[],[],Other
Безробiтнiй,Жадан і собаки,[],[],Other
Сомалi,Жадан і собаки,[],[],Other
Pies,Жадан і собаки,[],[],Other
Бийся,Жадан і собаки,[],[],Other
Бiлi люди,Жадан і собаки,[],[],Other
Зброя пролетаріату,Жадан і собаки,[],[],Other
Instagram,Жадан і собаки,[],[],Other
Радіо Харків,Жадан і собаки,[],[],Other
Ракети,Жадан і собаки,[],[],Other
Берці,Жадан і собаки,[],[],Other
Жінка,Жадан і собаки,[],[],Other
300 китайців,Жадан і собаки,[],[],Other
Gravity,Zlata Ognevich,"['Gravity', 'Gravity - Single']",[],Other
Gravity Remix - Radio Edit,Zlata Ognevich,['Gravity Remix - Radio Edit'],[],Other
Pray For Ukraine,Zlata Ognevich,"['Pray For Ukraine', 'Не втрачай надії']",[],Other
ТАНЦЮВАТИ,Zlata Ognevich,"['Гранi', 'THE BEST']","['THE BEST', 'Гранi']",THE BEST
За лісами горами,Zlata Ognevich,"['За лісами горами', 'THE BEST']",['THE BEST'],THE BEST
The Kukushka,Zlata Ognevich,"['Absolute Summer Hits 2012', 'The Kukushka']",[],Other
Щедрик,Zlata Ognevich,"['Сила Поколінь', 'Тиха Ніч']","['Сила Поколінь', 'Тиха Ніч']",Сила Поколінь
Солодка кара,Zlata Ognevich,"['Солодка кара', 'THE BEST']",['THE BEST'],THE BEST
Віддаю,Zlata Ognevich,"['Віддаю', 'Віддаю - EP']",['Віддаю - EP'],Віддаю - EP
Як мені бути,Zlata Ognevich,"['Як мені бути - Single', 'Як мені бути']",[],Other
Все невипадково,Zlata Ognevich,"['Віддаю - EP', 'Літні Хіти 2024']",['Віддаю - EP'],Віддаю - EP
Світло,Zlata Ognevich,['Світло'],[],Other
"За літом, за весною",Zlata Ognevich,[],[],Other
Янгол,Zlata Ognevich,"['Янгол - Single', 'Янгол']",[],Other
Кохаю,Zlata Ognevich,"['Кохаю', 'Кохаю - Single']",[],Other
Мій назавжди,Zlata Ognevich,[],[],Other
Ти обіцяв,Zlata Ognevich,"['Ти обіцяв', 'Історіі мого кохання']",['Історіі мого кохання'],Other
Гімн України,Zlata Ognevich,"['Гімн України', 'Не втрачай надії']",[],Other
Полюбила,Zlata Ognevich,"['Полюбила', 'Полюбила - Single']",[],Other
Тиха ніч,Zlata Ognevich,"['Сила Поколінь', 'Тиха Ніч']","['Сила Поколінь', 'Тиха Ніч']",Сила Поколінь
Океан,Zlata Ognevich,"['Океан', 'Океан - Single']",[],Other
Лелека,Zlata Ognevich,"['Лелека', 'Лелека - Single']",[],Other
Гола правда,Zlata Ognevich,"['Гола правда', 'Історіі мого кохання']",['Історіі мого кохання'],Other
Мости,Zlata Ognevich,"['Мости', 'THE BEST']",['THE BEST'],THE BEST
Маланка,Zlata Ognevich,[],[],Other
Зорі,Zlata Ognevich,"['Тиха Ніч', 'Тиха Ніч - EP']",['Тиха Ніч'],Other
Богиня,Zlata Ognevich,"['Богиня', 'Богиня - Single']",[],Other
Чом ти не прийшов,Zlata Ognevich,['Гранi'],['Гранi'],Гранi
MY BUNNY,Zlata Ognevich,"['MY BUNNY', 'My Bunny - Single']",[],Other
Сила,Zlata Ognevich,['Гранi'],['Гранi'],Гранi
Клинок,Zlata Ognevich,['Клинок - Single'],[],Other
Пречиста Діва,Zlata Ognevich,['Сила Поколінь'],['Сила Поколінь'],Сила Поколінь
Співаю - Ла-ла-ла,Zlata Ognevich,[],[],Other
Ой сивая та і зозуленька,Zlata Ognevich,"['Тиха Ніч', 'Тиха Ніч - EP']",['Тиха Ніч'],Other
Беги,Zlata Ognevich,"['Беги', 'Історіі мого кохання']",['Історіі мого кохання'],Other
До мене,Zlata Ognevich,['Гранi'],['Гранi'],Гранi
Котику,Zlata Ognevich,['Сила Поколінь'],['Сила Поколінь'],Сила Поколінь
Daleko,Zlata Ognevich,['Daleko'],[],Other
Єдиний,Zlata Ognevich,['Гранi'],['Гранi'],Гранi
JAPAN,Zlata Ognevich,[],[],Other
Троянда,Zlata Ognevich,['Віддаю - EP'],['Віддаю - EP'],Віддаю - EP
Не твоя,Zlata Ognevich,['Віддаю - EP'],['Віддаю - EP'],Віддаю - EP
Dance - Original Mix,Zlata Ognevich,[],[],Other
One day,Zlata Ognevich,[],[],Other
Гола правда - Shnaps Remix,Zlata Ognevich,[],[],Other
КРУЖЕВА,Zlata Ognevich,[],[],Other
То є ніченька,Zlata Ognevich,['Сила Поколінь'],['Сила Поколінь'],Сила Поколінь
"ОБМАНУВ, НАВІШАВ",Zlata Ognevich,['Віддаю - EP'],['Віддаю - EP'],Віддаю - EP
Погляд,Zlata Ognevich,[],[],Other
Інтро,Zlata Ognevich,['Сила Поколінь'],['Сила Поколінь'],Сила Поколінь
Як мені бути - Dudinski Remix,Zlata Ognevich,[],[],Other
Музиченьки,Zlata Ognevich,['Сила Поколінь'],['Сила Поколінь'],Сила Поколінь
Моя Мелодія,Zlata Ognevich,[],[],Other
Обіцяй мені,Zlata Ognevich,['Обіцяй мені'],[],Other
Я твоя Єдина,Zlata Ognevich,[],[],Other
Doloni,Zlata Ognevich,[],[],Other
Віддаю - Shnaps Remix,Zlata Ognevich,[],[],Other
Мій назавжди - IKSIY Remix,Zlata Ognevich,[],[],Other
Сповідь,Zlata Ognevich,['Гранi'],['Гранi'],Гранi
Bogini,Zlata Ognevich,['Bogini - Single'],[],Other
Беги - acoustic version,Zlata Ognevich,[],[],Other
Чекай,Zlata Ognevich,['Гранi'],['Гранi'],Гранi
"Ой, я знаю, що гріх маю",Zlata Ognevich,['ДНК'],[],Other
Надія є,Mad Heads XL,"['Надія є', 'Надія Є']",['Надія є'],Надія є
А я на морі,Mad Heads XL,['Forever'],['Forever'],Forever
Смерека,Mad Heads XL,"['Надія є', 'УкраїнSKA']","['Надія є', 'УкраїнSKA']",Надія є
Буває,Mad Heads XL,['Forever'],['Forever'],Forever
Forever,Mad Heads XL,['Forever'],['Forever'],Forever
Пісня світла,Mad Heads XL,"['Надія є', 'Найкраща мить']",['Надія є'],Надія є
Дубки,Mad Heads XL,"['Надія є', 'УкраїнSKA']","['Надія є', 'УкраїнSKA']",Надія є
Найкраща мить,Mad Heads XL,"['Forever', 'Найкраща мить']",['Forever'],Forever
Пробки,Mad Heads XL,['Forever'],['Forever'],Forever
Don't Worry,Mad Heads XL,"['Надія є', 'Nadiya Yea']",['Надія є'],Надія є
Ya Na Mori,Mad Heads XL,"['Russendisko: Ukraine Do Amerika', 'Russendisko: Ukraine do Amerika (Compiled by Kaminer and Gurzhy)']",[],Other
Цигани,Mad Heads XL,"['Надія є', 'УкраїнSKA']","['Надія є', 'УкраїнSKA']",Надія є
Річенька,Mad Heads XL,"['Надія є', 'УкраїнSKA']","['Надія є', 'УкраїнSKA']",Надія є
Автобус буратін,Mad Heads XL,"['Надія є', 'Найкраща мить']",['Надія є'],Надія є
"Ой, мамо, люблю гриця",Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Зірки знають,Mad Heads XL,['Forever'],['Forever'],Forever
Добре,Mad Heads XL,['Forever'],['Forever'],Forever
Дощ,Mad Heads XL,['Forever'],['Forever'],Forever
Younger,Mad Heads XL,[],[],Other
Шлях до неба,Mad Heads XL,['Forever'],['Forever'],Forever
Чи те того варте?,Mad Heads XL,['Forever'],['Forever'],Forever
Gangster's Days,Mad Heads XL,"['Надія є', 'Nadiya Yea']",['Надія є'],Надія є
Гроші,Mad Heads XL,"['Надія є', 'Надія Є (Спеціальне Новорічне Видання)']",['Надія є'],Надія є
Зброя і квіти,Mad Heads XL,['Forever'],['Forever'],Forever
Nadiya Yea,Mad Heads XL,"['Надія є', 'Ukrainian Maidan Songs']",['Надія є'],Надія є
Screenka,Mad Heads XL,[],[],Other
Спека зимова,Mad Heads XL,['Надія є'],['Надія є'],Надія є
Чорні очка,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Кришталеві чаші,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Амнезія,Mad Heads XL,['Forever'],['Forever'],Forever
Горіла сосна,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Вірно любила,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Ішов козак потайком,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Горілочка,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
"Розслабся, не парся",Mad Heads XL,['Найкраща мить'],[],Other
Вітер віє,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Несе Галя воду,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Ой ходила дівчина бережком,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Тому коса добре косить,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
В вишневім садочку,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
Тече вода,Mad Heads XL,[],[],Other
Smereka - Original Mix,Mad Heads XL,[],[],Other
Верховина,Mad Heads XL,['УкраїнSKA'],['УкраїнSKA'],УкраїнSKA
CHY TE TOGO VARTE,Mad Heads XL,[],[],Other
Україна єдина,Mad Heads XL,[],[],Other
Не по пути,Mad Heads XL,[],[],Other
По барабану,Mad Heads XL,[],[],Other
Tonight I'm alone,Mad Heads XL,[],[],Other
Отрута,Mad Heads XL,[],[],Other
Не чекай,Mad Heads XL,[],[],Other
П'ятниця,Mad Heads XL,"['8', '8 [Explicit]']",[],Other
Black cat,Mad Heads XL,[],[],Other
Sharks,Mad Heads XL,[],[],Other
Весна,Mad Heads XL,"['8', '8 [Explicit]']",[],Other
Час,Mad Heads XL,[],[],Other
Новий рік,Mad Heads XL,[],[],Other
Вженема,Mad Heads XL,[],[],Other
Ushme Uturbe,Kalush Orchestra,[],[],Other
Це любов,Kalush Orchestra,"['Це любов', 'Це любов - Single']",[],Other
Stefania,Kalush Orchestra,"[""Eurovision Song Contest Turin 2022 (All Songs From The World's Largest Live Music Event)"", 'Stefania - Single']",[],Other
Chase - Spotify Singles,Kalush Orchestra,[],[],Other
In the fire,Kalush Orchestra,"['In the fire', 'In the fire - Single']",[],Other
Янголом,Kalush Orchestra,"['Янголом', 'Янголом - Single']",[],Other
Вогонь горить,Kalush Orchestra,"['Вогонь горить', 'Вогонь горить - Single']",[],Other
Вітер виє,Kalush Orchestra,"['Вітер виє', 'Вітер виє - Single']",[],Other
Коли,Kalush Orchestra,[],[],Other
Дівчата,Kalush Orchestra,[],[],Other
Ти мене - Live,Kalush Orchestra,[],[],Other
Shchedryi Vechir,Kalush Orchestra,[],[],Other
Shtomber Womber,Kalush Orchestra,[],[],Other
CHANGES,Kalush Orchestra,[],[],Other
Рута,Kalush Orchestra,"['Рута', 'Рута - Single']",[],Other
Voices of a New Generation,Kalush Orchestra,[],[],Other
Stefania Teaser,Kalush Orchestra,[],[],Other
In The Shadows of Ukraine,Kalush Orchestra,[],[],Other
Nasze Domy,Kalush Orchestra,[],[],Other
Nymo Kozaki,Kalush Orchestra,[],[],Other
Зорі,Kalush Orchestra,[],[],Other
Stefania - Ukraine 2022,Kalush Orchestra,[],[],Other
Reaction,Kalush Orchestra,[],[],Other
Старенький трамвай,Піккардійська Терція,"['Нове І Найкраще', 'tercia pikardyiska']",['tercia pikardyiska'],Other
"Гей, пливе кача",Піккардійська Терція,"['Ельдорадо', 'Ельдорадо - EP']",['Ельдорадо'],Ельдорадо
Добрий вечір тобі,Піккардійська Терція,[],[],Other
Сядеш у поїзд,Піккардійська Терція,[],[],Other
Колискова для аліси,Піккардійська Терція,['Я придумаю світ'],['Я придумаю світ'],Я придумаю світ
Берег ріки,Піккардійська Терція,[],[],Other
Капелюх,Піккардійська Терція,"['Нове І Найкраще', 'Рок легенди України']",[],Other
Сад ангельських пісень,Піккардійська Терція,[],[],Other
Моя любов,Піккардійська Терція,['Я придумаю світ'],['Я придумаю світ'],Я придумаю світ
Очі відьми,Піккардійська Терція,[],[],Other
Усе тобі,Піккардійська Терція,"['Я придумаю світ', 'Рок легенди України']",['Я придумаю світ'],Я придумаю світ
Весільний марш,Піккардійська Терція,"['Нове І Найкраще', 'Рок легенди України']",[],Other
Пустельник,Піккардійська Терція,[],[],Other
Львів,Піккардійська Терція,['Ювілей'],['Ювілей'],Other
Кантрі,Піккардійська Терція,[],[],Other
Сумна я була,Піккардійська Терція,"['Нове І Найкраще', 'tercia pikardyiska']",['tercia pikardyiska'],Other
Небо і земля,Піккардійська Терція,[],[],Other
Шаляла,Піккардійська Терція,"['Нове І Найкраще', 'Рок легенди України']",[],Other
Спитай,Піккардійська Терція,[],[],Other
Слова,Піккардійська Терція,[],[],Other
Я придумаю світ,Піккардійська Терція,['Я придумаю світ'],['Я придумаю світ'],Я придумаю світ
Містичний вальс,Піккардійська Терція,['Я придумаю світ'],['Я придумаю світ'],Я придумаю світ
Загадкова,Піккардійська Терція,"['Нове І Найкраще', 'Ельдорадо']",['Ельдорадо'],Ельдорадо
Туман яром,Піккардійська Терція,[],[],Other
Пречистая діва,Піккардійська Терція,[],[],Other
Святий яне,Піккардійська Терція,[],[],Other
Ти на землі - людина,Піккардійська Терція,[],[],Other
Щедрик,Піккардійська Терція,[],[],Other
Шізгара,Піккардійська Терція,"['Нове І Найкраще', 'Рок легенди України']",[],Other
It's probably me,Піккардійська Терція,[],[],Other
Емігрант сонг,Піккардійська Терція,[],[],Other
Я в чужині дивлюся на небо,Піккардійська Терція,['Я придумаю світ'],['Я придумаю світ'],Я придумаю світ
Червоненький бурячок,Піккардійська Терція,['Нове І Найкраще'],[],Other
Дороги,Піккардійська Терція,"['Нове І Найкраще', 'Ельдорадо']",['Ельдорадо'],Ельдорадо
В вифлеємі днесь Марія,Піккардійська Терція,[],[],Other
"Гей, соколи!",Піккардійська Терція,[],[],Other
Ельдорадо,Піккардійська Терція,"['Нове І Найкраще', 'Ельдорадо']",['Ельдорадо'],Ельдорадо
Будьте здорові,Піккардійська Терція,"['На святий вечір', 'Тиха Нiч']","['На святий вечір', 'Тиха Нiч']",Other
Нова радість стала,Піккардійська Терція,[],[],Other
Богдан,Піккардійська Терція,[],[],Other
Землю юдейську,Піккардійська Терція,[],[],Other
Плине кача по Тисині,Піккардійська Терція,[],[],Other
Мелодія пізньої осені,Піккардійська Терція,[],[],Other
Lorelei,Піккардійська Терція,[],[],Other
Останній літній дощ,Піккардійська Терція,"['Етюди', 'Ювілей']","['Етюди', 'Ювілей']",Other
Вперто іди,Піккардійська Терція,"['Ельдорадо', 'Ельдорадо - EP']",['Ельдорадо'],Ельдорадо
Гранули,Піккардійська Терція,[],[],Other
Чорноморчик,Піккардійська Терція,['Ювілей'],['Ювілей'],Other
Sole mio,Піккардійська Терція,[],[],Other
Тиха ніч,Піккардійська Терція,[],[],Other
Трамвайні етюди,Піккардійська Терція,"['Етюди', 'Етюди - Single']",['Етюди'],Other
"Там, де неба блакить",Піккардійська Терція,[],[],Other
"Ой, летіли дикі гуси",Піккардійська Терція,[],[],Other
Shamps Elysees,Піккардійська Терція,[],[],Other
Талісман,Піккардійська Терція,[],[],Other
Коломбіна,Піккардійська Терція,"['Етюди', 'Ювілей']","['Етюди', 'Ювілей']",Other
The Little Drummer Boy,Піккардійська Терція,[],[],Other
Наша Маланка,Піккардійська Терція,['Лети'],['Лети'],Other
I Can't Help,Піккардійська Терція,[],[],Other
Танок,Піккардійська Терція,[],[],Other
Хоральна прелюдія,Піккардійська Терція,[],[],Other
"Dime nino, de quien eres",Піккардійська Терція,[],[],Other
У неділю рано,Піккардійська Терція,"['На святий вечір', 'Тиха Нiч']","['На святий вечір', 'Тиха Нiч']",Other
Заспіваєм ще хоч раз,Піккардійська Терція,[],[],Other
"Нехай і холод, і вітри",Піккардійська Терція,[],[],Other
Я вчора потрапив на небо,Піккардійська Терція,[],[],Other
Радуйся радость твою,Піккардійська Терція,[],[],Other
Santa Claus is Coming to Town,Піккардійська Терція,[],[],Other
Auld lang syne,Піккардійська Терція,[],[],Other
Горіла сосна,Піккардійська Терція,[],[],Other
"Ой, ходять пави",Піккардійська Терція,['Я придумаю світ'],['Я придумаю світ'],Я придумаю світ
Я поїду,Піккардійська Терція,[],[],Other
Світи місяченько,Піккардійська Терція,[],[],Other
"Ой, слаба я",Піккардійська Терція,[],[],Other
Валентин,Піккардійська Терція,[],[],Other
Попурі No3,Піккардійська Терція,[],[],Other
Mozhe,BLOOMS CORDA,"['Fog Lavender [Explicit]', 'Fog Lavender']",['Fog Lavender'],Fog Lavender
Moya california,BLOOMS CORDA,"['Fog Lavender [Explicit]', 'Fog Lavender']",['Fog Lavender'],Fog Lavender
lyst do Kathrine,BLOOMS CORDA,"['Monodance', 'For Ukraine']",['Monodance'],Monodance
Олмост йелоу,BLOOMS CORDA,[],[],Other
Sapphire,BLOOMS CORDA,"['Fog Lavender [Explicit]', 'Fog Lavender']",['Fog Lavender'],Fog Lavender
Ода звичайному дню,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
tvaryna,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
Vechirka na odnogo,BLOOMS CORDA,['Fog Lavender'],['Fog Lavender'],Fog Lavender
Спірічуал,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
у пошуках милої людини,BLOOMS CORDA,[],[],Other
Пісня про війну,BLOOMS CORDA,"['Пісня про війну - Single', 'Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Повертаюсь до життя,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
Слоу моушн,BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Jack,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
Ідеальний Ранок,BLOOMS CORDA,"['Sottoportico', 'Sottoportico - EP']",['Sottoportico'],Sottoportico
moya kimnata,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
Київський вокзал,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
Тарханкут,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
Даня у клітці зі спогадами,BLOOMS CORDA,"['Даня у клітці зі спогадами', 'Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Король троянд,BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Недобудови,BLOOMS CORDA,"['Sottoportico', 'Sottoportico - EP']",['Sottoportico'],Sottoportico
Робінзон криза,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
Dlya Polnogo Schastya,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
Plateau,BLOOMS CORDA,"['Fog Lavender', 'Fog Lavender [Explicit]']",['Fog Lavender'],Fog Lavender
Панічна контратака,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
Kolo,BLOOMS CORDA,"['Fog Lavender [Explicit]', 'Fog Lavender']",['Fog Lavender'],Fog Lavender
Форель,BLOOMS CORDA,[],[],Other
Майбутнє,BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Ран,BLOOMS CORDA,[],[],Other
Kodzuro,BLOOMS CORDA,"['Fog Lavender', 'Fog Lavender [Explicit]']",['Fog Lavender'],Fog Lavender
hto pryide,BLOOMS CORDA,"['Fog Lavender', 'Fog Lavender [Explicit]']",['Fog Lavender'],Fog Lavender
tattoo,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
dyvo,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
epigraph,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
Орфей,BLOOMS CORDA,['Найдорожчі речі у світі'],['Найдорожчі речі у світі'],Найдорожчі речі у світі
Крісмас нуар,BLOOMS CORDA,"['Крісмас нуар', 'Крісмас нуар - Single']",[],Other
"Все не ок, але я ок",BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Тато,BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Стамбул,BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
iz azartom u ochah,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
asfaltove lito,BLOOMS CORDA,['Monodance'],['Monodance'],Monodance
Нью-Йорк,BLOOMS CORDA,"['Sottoportico', 'Sottoportico - EP']",['Sottoportico'],Sottoportico
Чарівний кларнет,BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
kudy vse pishlo,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
Музей змарнілих ентузіазмів,BLOOMS CORDA,[],[],Other
Baron,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
"О, мій світ",BLOOMS CORDA,"['Дощ іде, але сонце світить']","['Дощ іде, але сонце світить']","Дощ іде, але сонце світить"
Syva boroda,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
Kolo - Black Hole Sun Remix,BLOOMS CORDA,[],[],Other
Tvoi glaza,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
zemletrus,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
Лу,BLOOMS CORDA,"['Sottoportico', 'Sottoportico - EP']",['Sottoportico'],Sottoportico
zoloto Reinu,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
Man,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
soldat na placu,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
Тетріси із фраз,BLOOMS CORDA,[],[],Other
viter,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
Odnonichnyi roman,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
Christmas goodness,BLOOMS CORDA,"['Monodance bonus tracks', 'Monodance Bonus Tracks - EP']",['Monodance'],Monodance
Tramvai,BLOOMS CORDA,['Gigotosia'],['Gigotosia'],Gigotosia
scho take bez-tebe-vechir,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
udam scho naspravdi,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
serce moe,BLOOMS CORDA,"['Monodance bonus tracks', 'Monodance Bonus Tracks - EP']",['Monodance'],Monodance
однонічний роман,BLOOMS CORDA,[],[],Other
Kydy vse pishlo,BLOOMS CORDA,[],[],Other
моя кімната,BLOOMS CORDA,[],[],Other
Vidkruemo Vesnu,BLOOMS CORDA,['7 Pisen'],['7 Pisen'],7 Pisen
асфальтове літо,BLOOMS CORDA,[],[],Other
із азартом у очах,BLOOMS CORDA,[],[],Other
Окситоцин,Ницо Потворно,"['Реанімація - EP', 'Реанімація']",['Реанімація'],Реанімація
Цікаве життя,Ницо Потворно,"['Реанімація - EP', 'Реанімація']",['Реанімація'],Реанімація
Афтерклоузер,Ницо Потворно,"['Реанімація - EP', 'Реанімація']",['Реанімація'],Реанімація
Годинник,Ницо Потворно,[],[],Other
Моя слина на тобі,Ницо Потворно,[],[],Other
Хвлв,Ницо Потворно,"['Реанімація - EP', 'Реанімація']",['Реанімація'],Реанімація
Єбучий ф'юча,Ницо Потворно,"['Єбучий фʼюча - Single', ""Єбучий Ф'юча""]",[],Other
Русні пізда,Ницо Потворно,"['Русні пізда - Single', 'Русні пізда']",[],Other
Ти,Ницо Потворно,['Аудіоєбологія - Single'],[],Other
Цифри,Ницо Потворно,"['Цифри', 'Цифри - Single']",['Цифри'],Other
Реанімація,Ницо Потворно,"['Реанімація - EP', 'Реанімація']",['Реанімація'],Реанімація
Йайа звик,Ницо Потворно,[],[],Other
Вибач Наташа,Ницо Потворно,"['Вибач Наташа', 'А може це я?']",[],Other
Газ,Ницо Потворно,"['Ницо потворно [Explicit]', 'Ницо Потворно']",['Ницо Потворно'],Ницо Потворно
Недоречний,Ницо Потворно,['Недоречний'],[],Other
Трикутний ключ,Ницо Потворно,[],[],Other
Тоталітарний геймовер,Ницо Потворно,['театр ім Н Потворно'],['театр ім Н Потворно'],Other
Да!,Ницо Потворно,"['Да!', 'Да! - Single']",[],Other
Швидка але відкладна допомога,Ницо Потворно,"['А може це я?', 'А може це я? - EP']",[],Other
Київ,Ницо Потворно,['Київ - Single'],[],Other
Достукатися до небес,Ницо Потворно,[],[],Other
Ше одне,Ницо Потворно,"['А може це я?', 'А може це я? - EP']",[],Other
Душніла,Ницо Потворно,"['А може це я?', 'А може це я? - EP']",[],Other
Хлам,Ницо Потворно,"['Ницо потворно [Explicit]', 'Ницо Потворно']",['Ницо Потворно'],Ницо Потворно
Такі самі як ти,Ницо Потворно,"['Ницо потворно [Explicit]', 'Ницо Потворно']",['Ницо Потворно'],Ницо Потворно
Чемний панк,Ницо Потворно,[],[],Other
Темнота у Кло,Ницо Потворно,"['Чистий', 'Чистий - EP']",['Чистий'],Other
НП,Ницо Потворно,[],[],Other
Юесей,Ницо Потворно,"['Чистий', 'Чистий - EP']",['Чистий'],Other
Визволи,Ницо Потворно,"['Чистий', 'Чистий - EP']",['Чистий'],Other
Вируби жлоба,Ницо Потворно,[],[],Other
Сон без снів,Ницо Потворно,['Ницо Потворно'],['Ницо Потворно'],Ницо Потворно
Коли тебе нема,Ницо Потворно,"['Цифри', 'Цифри - Single']",['Цифри'],Other
Недоречний - акустика,Ницо Потворно,[],[],Other
Заспіваю ще,Ницо Потворно,"['Київ - Single', 'Київ']",[],Other
Служба,Ницо Потворно,"['Служба - Single', 'Цивільна абстиненція - Single']",['Цивільна абстиненція - Single'],Other
Політика,Ницо Потворно,[],[],Other
Не хватає у ФБ сердець,Ницо Потворно,[],[],Other
Хто я?,Ницо Потворно,[],[],Other
паляміта,Ницо Потворно,[],[],Other
Піф паф файє,Ницо Потворно,[],[],Other
Повар Даніл,Ницо Потворно,[],[],Other
Ницо на шоу «Голос країни»,Ницо Потворно,[],[],Other
