title,artist,albums,albums_filtered,main_album
На ножах,Димна Суміш,['Димна суміш'],['Димна суміш'],Димна суміш
Повмирай зі мною,Димна Суміш,[],[],Other
Говінда,Димна Суміш,['Ти живий'],[],Other
Певно,Димна Суміш,['Ти живий'],[],Other
Протидія,Димна Суміш,['Ти живий'],[],Other
Ти живий,Димна Суміш,['Ти живий'],[],Other
Р`н`р,Димна Суміш,[],[],Other
Жити знову,Димна Суміш,['Ти живий'],[],Other
Ти не один,Димна Суміш,[],[],Other
До побачення,Димна Суміш,[],[],Other
Птах,Димна Суміш,"['Птах', 'Птах - Single']",[],Other
117 стаття,Димна Суміш,"[""Концерт Пам'яті Сергія Кузьмінського «Я Вернувся Домів»""]",[],Other
О Боже Мій,Димна Суміш,[],[],Other
Не мовчи,Димна Суміш,[],[],Other
Зламані,Димна Суміш,[],[],Other
Кiнцева,Димна Суміш,[],[],Other
The Precious Day,Димна Суміш,[],[],Other
Rock'n'Roll,Димна Суміш,[],[],Other
Live Improvisation,Димна Суміш,['Live Improvisation'],[],Other
Юний орел,Димна Суміш,[],[],Other
Були на селi,Воплі Відоплясова,[],[],Other
Попс,Воплі Відоплясова,['Fayno'],['Fayno'],Fayno
Обернись,Воплі Відоплясова,"['Хвилі Амура', 'Збiрка Романтична']","['Збiрка Романтична', 'Хвилі Амура']",Збiрка Романтична
Розмова з махатмою,Воплі Відоплясова,[],[],Other
Вiдрада,Воплі Відоплясова,[],[],Other
Галелуя,Воплі Відоплясова,"['Збiрка Танцювальна', 'Найкраще']","['Збiрка Танцювальна', 'Найкраще']",Збiрка Танцювальна
Пiдманула,Воплі Відоплясова,[],[],Other
Ты ушел,Воплі Відоплясова,['Збiрка Романтична'],['Збiрка Романтична'],Збiрка Романтична
Я прошу,Воплі Відоплясова,['Музiка - Любовь'],[],Other
"Постой, паровоз!",Воплі Відоплясова,['Музiка - Любовь'],[],Other
Iзнов,Воплі Відоплясова,[],[],Other
The Pack of Cigarettes,Воплі Відоплясова,[],[],Other
Знову зима,Воплі Відоплясова,[],[],Other
Легенда про кохання,Воплі Відоплясова,['Країна мрiй'],['Країна мрiй'],Країна мрiй
Знайди мене,Klavdia Petrivna,"['Бережи мене', 'Бережи мене - EP']",['Бережи мене'],Other
Я тобі брехала,Klavdia Petrivna,"['Я тобі брехала', 'Я тобі брехала - Single']",[],Other
Я щаслива - Лікарі кажуть,Klavdia Petrivna,[],[],Other
Імператори,Klavdia Petrivna,"['Імператори', 'Імператори - Single']",[],Other
Хто ти,Klavdia Petrivna,[],[],Other
Бережи мене,Klavdia Petrivna,"['Бережи мене', 'Бережи мене - EP']",['Бережи мене'],Other
Їде дах,Klavdia Petrivna,[],[],Other
Театр,Klavdia Petrivna,"['Театр', 'Театр - Single']",[],Other
Знайди мене - KAVA Remix,Klavdia Petrivna,[],[],Other
Уже світає,Klavdia Petrivna,"['Уже світає', 'Уже світає - Single']",[],Other
Дочка самурая,Klavdia Petrivna,"['Зима', 'Зима - EP']",['Зима'],Зима
Чорні Білі,Klavdia Petrivna,[],[],Other
Тишина,Klavdia Petrivna,"['Зима', 'Зима - EP']",['Зима'],Зима
Сніг,Klavdia Petrivna,[],[],Other
Грудень,Klavdia Petrivna,"['Зима', 'Зима - EP']",['Зима'],Зима
Барон,Klavdia Petrivna,['Їде дах'],['Їде дах'],Їде дах
"Сонце, жара",Klavdia Petrivna,['Їде дах'],['Їде дах'],Їде дах
Зима - Я буду одна,Klavdia Petrivna,[],[],Other
Гра,Klavdia Petrivna,[],[],Other
Пам’ятай - Техно,Klavdia Petrivna,[],[],Other
Зозуля,Klavdia Petrivna,['Їде дах'],['Їде дах'],Їде дах
Верховна жриця,Klavdia Petrivna,['Їде дах'],['Їде дах'],Їде дах
Не хочу,Klavdia Petrivna,['Їде дах'],['Їде дах'],Їде дах
Зима - «Потяг у 31 грудня»,Klavdia Petrivna,[],[],Other
Я Тобі Брехала tt remix,Klavdia Petrivna,[],[],Other
Невже,Klavdia Petrivna,"['Невже', 'Невже - Single']",[],Other
Не лякай,Klavdia Petrivna,[],[],Other
Підроби собі паспорт,Klavdia Petrivna,[],[],Other
Вечорниці,Tember Blanche,"['Вечорниці - Single', 'Тут нема нікого, окрім нас']","['Тут нема нікого, окрім нас']","Тут нема нікого, окрім нас"
Як день посуне ніч,Tember Blanche,['Як день посуне ніч'],[],Other
про Київ,Tember Blanche,"['про Київ - Single', 'про Київ']",[],Other
Хованки,Tember Blanche,['Хованки - Single'],[],Other
О дев'ятій,Tember Blanche,"[""О дев'ятій - Single"", ""О дев'ятій""]",[],Other
Ненародженим,Tember Blanche,['Ненародженим - Single'],[],Other
Зграя,Tember Blanche,"['Тут нема нікого, окрім нас']","['Тут нема нікого, окрім нас']","Тут нема нікого, окрім нас"
Я вдома,Tember Blanche,"['Я вдома', 'Я вдома - Single']",[],Other
Друг,Tember Blanche,"['Тут нема нікого, окрім нас']","['Тут нема нікого, окрім нас']","Тут нема нікого, окрім нас"
Хороший хлопець,Tember Blanche,"['Хороший хлопець - Single', 'Ти лиш людина']",['Ти лиш людина'],Ти лиш людина
Пролог,Tember Blanche,[],[],Other
У світ без примар,Tember Blanche,"['У світ без примар - Single', 'Тут нема нікого, окрім нас']","['Тут нема нікого, окрім нас']","Тут нема нікого, окрім нас"
Немила,Tember Blanche,"['Тут нема нікого, окрім нас']","['Тут нема нікого, окрім нас']","Тут нема нікого, окрім нас"
Танець на стінах,Tember Blanche,"['Тут нема нікого, окрім нас', 'Трішки Більше Ніж Альбом']","['Трішки Більше Ніж Альбом', 'Тут нема нікого, окрім нас']",Other
Завтра,Tember Blanche,"['Ти лиш людина', 'Трішки Більше Ніж Альбом']","['Ти лиш людина', 'Трішки Більше Ніж Альбом']",Ти лиш людина
Пізно,Tember Blanche,"['Пізно', 'Ти лиш людина']",['Ти лиш людина'],Ти лиш людина
Скажи мені,Tember Blanche,"['Тут нема нікого, окрім нас']","['Тут нема нікого, окрім нас']","Тут нема нікого, окрім нас"
Ти живий,Tember Blanche,['Ти живий - Single'],[],Other
Так Чи Інакше,Tember Blanche,"['Ти лиш людина', 'Трішки Більше Ніж Альбом']","['Ти лиш людина', 'Трішки Більше Ніж Альбом']",Ти лиш людина
Вечорниці - Oisho BTZ remix,Tember Blanche,[],[],Other
Прелюдія,Tember Blanche,['Ти лиш людина'],['Ти лиш людина'],Ти лиш людина
Пусти мене,Tember Blanche,"['Ти лиш людина', 'Трішки Більше Ніж Альбом']","['Ти лиш людина', 'Трішки Більше Ніж Альбом']",Ти лиш людина
В одній кімнаті,Tember Blanche,[],[],Other
Пінгвін,Tember Blanche,"['Пінгвін', 'Пінгвін - Single']",[],Other
Тиша,Tember Blanche,"['Ти лиш людина', 'Трішки Більше Ніж Альбом']","['Ти лиш людина', 'Трішки Більше Ніж Альбом']",Ти лиш людина
Ти лиш людина,Tember Blanche,['Трішки Більше Ніж Альбом'],['Трішки Більше Ніж Альбом'],Other
Ван гог,Tember Blanche,"['Ти лиш людина', 'Трішки Більше Ніж Альбом']","['Ти лиш людина', 'Трішки Більше Ніж Альбом']",Ти лиш людина
Вечорниці - Як на мосту,Tember Blanche,[],[],Other
Телепат,Tember Blanche,[],[],Other
Спокій,Tember Blanche,[],[],Other
Красівий,Tember Blanche,"['Красівий', 'Красівий - Single']",[],Other
Запитай у серця,Tember Blanche,"['Запитай у серця', 'Re: Yaremchuk']",[],Other
Так люблять лиш раз,Tember Blanche,"['Так люблять лиш раз', 'Так люблять лиш раз - Single']",[],Other
Встигнути до 30 - OST,Tember Blanche,[],[],Other
Хочу бути псом,Tember Blanche,[],[],Other
Спокій - Демо,Tember Blanche,[],[],Other
Тримай,Khrystyna Soloviy,[],[],Other
"Хто, як не ти?",Khrystyna Soloviy,[],[],Other
Fortepiano,Khrystyna Soloviy,[],[],Other
Любий друг,Khrystyna Soloviy,[],[],Other
Я твоя зброя,Khrystyna Soloviy,['Я твоя зброя'],[],Other
Синя пісня,Khrystyna Soloviy,[],[],Other
Несе Галя воду,Khrystyna Soloviy,[],[],Other
Шкідлива звичка,Khrystyna Soloviy,[],[],Other
Втікала,Khrystyna Soloviy,[],[],Other
Коала,Khrystyna Soloviy,[],[],Other
Под облачком,Khrystyna Soloviy,[],[],Other
Юність,Khrystyna Soloviy,[],[],Other
До краю,Khrystyna Soloviy,[],[],Other
Стежечка,Khrystyna Soloviy,[],[],Other
Чорноморчик,Khrystyna Soloviy,[],[],Other
Янчик,Khrystyna Soloviy,[],[],Other
Гамерицкий край,Khrystyna Soloviy,[],[],Other
Сідит пташок,Khrystyna Soloviy,[],[],Other
Губи в вині,Khrystyna Soloviy,[],[],Other
Тече вода каламутна,Khrystyna Soloviy,[],[],Other
Горе долом,Khrystyna Soloviy,[],[],Other
Камертон,Khrystyna Soloviy,['Камертон'],[],Other
Хвиля,Khrystyna Soloviy,[],[],Other
Поки любиш,Khrystyna Soloviy,[],[],Other
Океан,Khrystyna Soloviy,[],[],Other
Тиха вода,Khrystyna Soloviy,[],[],Other
В темну нічку,Khrystyna Soloviy,[],[],Other
Краще мовчи,Khrystyna Soloviy,[],[],Other
Як ішов я,Khrystyna Soloviy,[],[],Other
Про весну,Khrystyna Soloviy,[],[],Other
"Холодно - З к/ф ""Крути 1918""",Khrystyna Soloviy,[],[],Other
Оченька мої чорні,Khrystyna Soloviy,[],[],Other
Бути людьми,Khrystyna Soloviy,[],[],Other
Колискова,Khrystyna Soloviy,[],[],Other
Подзвонити мамі,Khrystyna Soloviy,[],[],Other
Народився Бог на санях,Khrystyna Soloviy,[],[],Other
Дівчинка «метелики в голові»,Khrystyna Soloviy,[],[],Other
Кучерики,Khrystyna Soloviy,[],[],Other
Дівчино мила,Khrystyna Soloviy,[],[],Other
Осінь,Khrystyna Soloviy,[],[],Other
Маланка,Khrystyna Soloviy,[],[],Other
В зеленім ліску,Khrystyna Soloviy,[],[],Other
Втікала - Instrumental,Khrystyna Soloviy,[],[],Other
Краще мовчи - Instrumental,Khrystyna Soloviy,[],[],Other
Ци дома дома білий молодче,Khrystyna Soloviy,[],[],Other
Губи в вині - Instrumental,Khrystyna Soloviy,[],[],Other
Les Goémons,Khrystyna Soloviy,[],[],Other
Серце,Khrystyna Soloviy,[],[],Other
Synia Pisnia,Khrystyna Soloviy,[],[],Other
Рубці,dity inzheneriv,[],[],Other
Прогноз,dity inzheneriv,[],[],Other
ТЕЦ,dity inzheneriv,['ТЕЦ'],[],Other
Тренди,dity inzheneriv,[],[],Other
Зло,dity inzheneriv,[],[],Other
Зрада,dity inzheneriv,[],[],Other
Теорії,dity inzheneriv,[],[],Other
